'20/04/2021 23:56:46.249122', '68912', '67033', '1869'
'20/04/2021 23:56:46.251493', '68921', '67035', '1863'
'20/04/2021 23:56:46.253871', '68926', '67034', '1840'
'20/04/2021 23:56:46.256231', '68932', '67034', '1823'
'20/04/2021 23:56:46.260745', '68944', '67040', '1821'
'20/04/2021 23:56:46.261969', '68951', '67045', '1827'
'20/04/2021 23:56:46.263884', '68958', '67041', '1761'
'20/04/2021 23:56:46.266565', '68965', '67052', '1851'
'20/04/2021 23:56:46.268876', '68970', '67050', '1862'
'20/04/2021 23:56:46.271565', '68988', '67061', '1867'
'20/04/2021 23:56:46.273876', '68983', '67063', '1830'
'20/04/2021 23:56:46.276566', '68992', '67068', '1848'
'20/04/2021 23:56:46.278882', '69004', '67072', '1845'
'20/04/2021 23:56:46.281182', '69009', '67067', '1847'
'20/04/2021 23:56:46.283892', '69024', '67075', '1857'
'20/04/2021 23:56:46.286194', '69026', '67078', '1863'
'20/04/2021 23:56:46.288903', '69041', '67074', '1864'
'20/04/2021 23:56:46.291519', '69043', '67089', '1859'
'20/04/2021 23:56:46.293835', '69043', '67092', '1853'
'20/04/2021 23:56:46.296153', '69056', '67093', '1845'
'20/04/2021 23:56:46.298875', '69073', '67100', '1834'
'20/04/2021 23:56:46.301188', '69070', '67107', '1809'
'20/04/2021 23:56:46.303907', '69080', '67099', '1847'
'20/04/2021 23:56:46.306225', '69086', '67104', '1857'
'20/04/2021 23:56:46.308935', '69089', '67108', '1870'
'20/04/2021 23:56:46.311278', '69099', '67108', '1867'
'20/04/2021 23:56:46.313680', '69106', '67114', '1859'
'20/04/2021 23:56:46.316406', '69106', '67104', '1837'
'20/04/2021 23:56:46.318747', '69115', '67119', '1845'
'20/04/2021 23:56:46.321481', '69111', '67130', '1843'
'20/04/2021 23:56:46.323813', '69127', '67128', '1849'
'20/04/2021 23:56:46.326144', '69131', '67134', '1857'
'20/04/2021 23:56:46.328883', '69144', '67127', '1858'
'20/04/2021 23:56:46.331215', '69138', '67134', '1858'
'20/04/2021 23:56:46.333938', '69153', '67134', '1853'
'20/04/2021 23:56:46.336297', '69162', '67133', '1838'
'20/04/2021 23:56:46.338634', '69163', '67142', '1830'
'20/04/2021 23:56:46.341413', '69188', '67142', '1830'
'20/04/2021 23:56:46.343759', '69185', '67152', '1840'
'20/04/2021 23:56:46.347551', '69183', '67151', '1852'
'20/04/2021 23:56:46.348729', '69192', '67151', '1854'
'20/04/2021 23:56:46.351082', '69204', '67159', '1857'
'20/04/2021 23:56:46.353820', '69200', '67149', '1855'
'20/04/2021 23:56:46.356168', '69196', '67156', '1850'
'20/04/2021 23:56:46.358527', '69194', '67151', '1840'
'20/04/2021 23:56:46.361297', '69199', '67145', '1833'
'20/04/2021 23:56:46.363666', '69193', '67149', '1850'
'20/04/2021 23:56:46.366028', '69175', '67143', '1855'
'20/04/2021 23:56:46.368771', '69170', '67135', '1871'
'20/04/2021 23:56:46.371137', '69157', '67127', '1867'
'20/04/2021 23:56:46.373731', '69134', '67111', '1843'
'20/04/2021 23:56:46.376171', '69109', '67113', '1819'
'20/04/2021 23:56:46.378538', '69091', '67096', '1830'
'20/04/2021 23:56:46.381312', '69056', '67077', '1853'
'20/04/2021 23:56:46.385341', '69018', '67067', '1869'
'20/04/2021 23:56:46.387411', '68986', '67054', '1872'
'20/04/2021 23:56:46.388547', '68937', '67035', '1875'
'20/04/2021 23:56:46.391241', '68893', '66996', '1866'
'20/04/2021 23:56:46.393559', '68837', '66980', '1857'
'20/04/2021 23:56:46.396276', '68784', '66954', '1849'
'20/04/2021 23:56:46.398570', '68732', '66933', '1843'
'20/04/2021 23:56:46.401289', '68672', '66897', '1846'
'20/04/2021 23:56:46.403585', '68621', '66877', '1858'
'20/04/2021 23:56:46.406301', '68555', '66851', '1905'
'20/04/2021 23:56:46.408604', '68503', '66817', '1930'
'20/04/2021 23:56:46.411322', '68436', '66794', '1870'
'20/04/2021 23:56:46.413627', '68382', '66763', '1857'
'20/04/2021 23:56:46.416012', '68329', '66740', '1847'
'20/04/2021 23:56:46.418729', '68272', '66717', '1839'
'20/04/2021 23:56:46.421044', '68224', '66690', '1834'
'20/04/2021 23:56:46.423754', '68182', '66673', '1840'
'20/04/2021 23:56:46.426080', '68126', '66652', '1856'
'20/04/2021 23:56:46.428787', '68095', '66637', '1862'
'20/04/2021 23:56:46.431134', '68055', '66606', '1859'
'20/04/2021 23:56:46.433470', '68022', '66597', '1851'
'20/04/2021 23:56:46.437845', '68002', '66575', '1843'
'20/04/2021 23:56:46.438996', '67970', '66572', '1840'
'20/04/2021 23:56:46.441007', '67944', '66547', '1845'
'20/04/2021 23:56:46.443641', '67929', '66546', '1859'
'20/04/2021 23:56:46.445982', '67918', '66534', '1865'
'20/04/2021 23:56:46.448715', '67902', '66531', '1874'
'20/04/2021 23:56:46.451060', '67892', '66524', '1875'
'20/04/2021 23:56:46.453389', '67867', '66527', '1814'
'20/04/2021 23:56:46.456129', '67873', '66525', '1851'
'20/04/2021 23:56:46.458477', '67877', '66522', '1846'
'20/04/2021 23:56:46.461214', '67871', '66521', '1858'
'20/04/2021 23:56:46.463556', '67876', '66521', '1870'
'20/04/2021 23:56:46.465909', '67878', '66515', '1872'
'20/04/2021 23:56:46.468653', '67885', '66525', '1878'
'20/04/2021 23:56:46.471011', '67882', '66524', '1878'
'20/04/2021 23:56:46.473352', '67887', '66532', '1820'
'20/04/2021 23:56:46.476114', '67893', '66535', '1842'
'20/04/2021 23:56:46.478475', '67917', '66540', '1839'
'20/04/2021 23:56:46.480831', '67921', '66541', '1840'
'20/04/2021 23:56:46.483569', '67939', '66551', '1846'
'20/04/2021 23:56:46.485927', '67954', '66544', '1856'
'20/04/2021 23:56:46.488299', '67959', '66562', '1869'
'20/04/2021 23:56:46.491067', '67965', '66556', '1872'
'20/04/2021 23:56:46.493421', '67978', '66569', '1869'
'20/04/2021 23:56:46.495787', '67991', '66576', '1854'
'20/04/2021 23:56:46.498546', '68010', '66580', '1849'
'20/04/2021 23:56:46.500921', '68021', '66593', '1855'
'20/04/2021 23:56:46.503301', '68038', '66587', '1858'
'20/04/2021 23:56:46.506076', '68052', '66598', '1867'
'20/04/2021 23:56:46.512201', '68064', '66611', '1857'
'20/04/2021 23:56:46.513419', '68069', '66607', '1856'
'20/04/2021 23:56:46.514163', '68086', '66620', '1856'
'20/04/2021 23:56:46.516062', '68086', '66624', '1846'
'20/04/2021 23:56:46.518553', '68108', '66624', '1846'
'20/04/2021 23:56:46.520871', '68123', '66634', '1842'
'20/04/2021 23:56:46.523560', '68140', '66641', '1844'
'20/04/2021 23:56:46.525877', '68155', '66641', '1858'
'20/04/2021 23:56:46.528433', '68160', '66648', '1865'
'20/04/2021 23:56:46.530757', '68178', '66658', '1861'
'20/04/2021 23:56:46.533468', '68188', '66654', '1855'
'20/04/2021 23:56:46.535779', '68191', '66666', '1845'
'20/04/2021 23:56:46.538491', '68206', '66668', '1830'
'20/04/2021 23:56:46.542005', '68220', '66679', '1822'
'20/04/2021 23:56:46.543539', '68234', '66689', '1835'
'20/04/2021 23:56:46.545872', '68221', '66687', '1851'
'20/04/2021 23:56:46.548181', '68252', '66690', '1867'
'20/04/2021 23:56:46.550900', '68262', '66697', '1872'
'20/04/2021 23:56:46.553216', '68274', '66696', '1869'
'20/04/2021 23:56:46.555935', '68289', '66709', '1863'
'20/04/2021 23:56:46.558265', '68299', '66720', '1856'
'20/04/2021 23:56:46.560983', '68314', '66712', '1856'
'20/04/2021 23:56:46.563317', '68321', '66721', '1860'
'20/04/2021 23:56:46.565641', '68328', '66733', '1871'
'20/04/2021 23:56:46.568363', '68347', '66733', '1876'
'20/04/2021 23:56:46.570704', '68363', '66745', '1873'
'20/04/2021 23:56:46.573429', '68375', '66748', '1867'
'20/04/2021 23:56:46.575767', '68388', '66755', '1854'
'20/04/2021 23:56:46.578505', '68403', '66767', '1840'
'20/04/2021 23:56:46.580848', '68425', '66765', '1840'
'20/04/2021 23:56:46.583176', '68431', '66766', '1850'
'20/04/2021 23:56:46.585917', '68447', '66790', '1862'
'20/04/2021 23:56:46.588265', '68461', '66789', '1867'
'20/04/2021 23:56:46.591344', '68470', '66790', '1866'
'20/04/2021 23:56:46.593304', '68490', '66800', '1855'
'20/04/2021 23:56:46.595669', '68495', '66801', '1843'
'20/04/2021 23:56:46.598312', '68509', '66818', '1844'
'20/04/2021 23:56:46.600676', '68518', '66818', '1842'
'20/04/2021 23:56:46.603422', '68513', '66824', '1850'
'20/04/2021 23:56:46.605777', '68535', '66830', '1863'
'20/04/2021 23:56:46.608137', '68550', '66831', '1872'
'20/04/2021 23:56:46.610897', '68557', '66839', '1876'
'20/04/2021 23:56:46.613267', '68557', '66840', '1874'
'20/04/2021 23:56:46.615623', '68570', '66849', '1873'
'20/04/2021 23:56:46.618374', '68572', '66841', '1869'
'20/04/2021 23:56:46.620828', '68573', '66844', '1855'
'20/04/2021 23:56:46.623181', '68589', '66845', '1856'
'20/04/2021 23:56:46.626832', '68598', '66846', '1858'
'20/04/2021 23:56:46.628047', '68594', '66858', '1824'
'20/04/2021 23:56:46.630807', '68586', '66851', '1833'
'20/04/2021 23:56:46.634894', '68610', '66855', '1845'
'20/04/2021 23:56:46.636115', '68614', '66857', '1851'
'20/04/2021 23:56:46.638024', '68607', '66865', '1853'
'20/04/2021 23:56:46.642252', '68612', '66862', '1851'
'20/04/2021 23:56:46.643368', '68607', '66868', '1855'
'20/04/2021 23:56:46.645665', '68598', '66856', '1850'
'20/04/2021 23:56:46.648357', '68619', '66859', '1874'
'20/04/2021 23:56:46.650676', '68607', '66860', '1847'
'20/04/2021 23:56:46.652988', '68609', '66851', '1864'
'20/04/2021 23:56:46.655696', '68604', '66853', '1853'
'20/04/2021 23:56:46.658010', '68606', '66861', '1851'
'20/04/2021 23:56:46.660727', '68606', '66857', '1851'
'20/04/2021 23:56:46.663036', '68605', '66848', '1847'
'20/04/2021 23:56:46.665748', '68600', '66855', '1856'
'20/04/2021 23:56:46.668060', '68603', '66863', '1863'
'20/04/2021 23:56:46.670759', '68599', '66852', '1871'
'20/04/2021 23:56:46.673079', '68597', '66853', '1857'
'20/04/2021 23:56:46.675784', '68590', '66849', '1850'
'20/04/2021 23:56:46.678111', '68596', '66855', '1840'
'20/04/2021 23:56:46.680426', '68588', '66855', '1840'
'20/04/2021 23:56:46.683141', '68585', '66848', '1847'
'20/04/2021 23:56:46.685477', '68591', '66842', '1862'
'20/04/2021 23:56:46.688191', '68585', '66850', '1865'
'20/04/2021 23:56:46.690526', '68591', '66850', '1873'
'20/04/2021 23:56:46.693268', '68590', '66844', '1862'
'20/04/2021 23:56:46.696013', '68585', '66847', '1847'
'20/04/2021 23:56:46.697944', '68583', '66846', '1840'
'20/04/2021 23:56:46.701074', '68587', '66846', '1853'
'20/04/2021 23:56:46.703012', '68585', '66849', '1856'
'20/04/2021 23:56:46.705748', '68576', '66850', '1859'
'20/04/2021 23:56:46.708097', '68573', '66847', '1867'
'20/04/2021 23:56:46.710436', '68594', '66845', '1881'
'20/04/2021 23:56:46.713170', '68590', '66844', '1881'
'20/04/2021 23:56:46.715526', '68588', '66844', '1875'
'20/04/2021 23:56:46.717882', '68583', '66850', '1863'
'20/04/2021 23:56:46.720615', '68591', '66845', '1859'
'20/04/2021 23:56:46.723197', '68591', '66842', '1858'
'20/04/2021 23:56:46.725546', '68600', '66852', '1855'
'20/04/2021 23:56:46.729715', '68591', '66851', '1861'
'20/04/2021 23:56:46.730916', '68597', '66850', '1861'
'20/04/2021 23:56:46.732878', '68604', '66861', '1856'
'20/04/2021 23:56:46.735363', '68608', '66857', '1858'
'20/04/2021 23:56:46.738125', '68612', '66849', '1851'
'20/04/2021 23:56:46.740491', '68616', '66865', '1861'
'20/04/2021 23:56:46.742875', '68620', '66865', '1866'
'20/04/2021 23:56:46.745621', '68633', '66869', '1867'
'20/04/2021 23:56:46.747987', '68631', '66859', '1872'
'20/04/2021 23:56:46.750348', '68642', '66872', '1871'
'20/04/2021 23:56:46.753119', '68648', '66880', '1868'
'20/04/2021 23:56:46.755494', '68651', '66874', '1863'
'20/04/2021 23:56:46.759521', '68656', '66883', '1843'
'20/04/2021 23:56:46.760756', '68673', '66887', '1842'
'20/04/2021 23:56:46.763068', '68669', '66889', '1846'
'20/04/2021 23:56:46.765363', '68678', '66888', '1864'
'20/04/2021 23:56:46.768066', '68686', '66895', '1854'
'20/04/2021 23:56:46.770363', '68689', '66896', '1856'
'20/04/2021 23:56:46.773064', '68697', '66899', '1845'
'20/04/2021 23:56:46.775363', '68701', '66898', '1842'
'20/04/2021 23:56:46.778067', '68713', '66911', '1841'
'20/04/2021 23:56:46.780366', '68716', '66910', '1841'
'20/04/2021 23:56:46.783077', '68725', '66908', '1845'
'20/04/2021 23:56:46.785378', '68736', '66915', '1856'
'20/04/2021 23:56:46.788093', '68742', '66915', '1806'
'20/04/2021 23:56:46.790399', '68752', '66922', '1872'
'20/04/2021 23:56:46.793120', '68751', '66924', '1870'
'20/04/2021 23:56:46.795429', '68772', '66937', '1857'
'20/04/2021 23:56:46.797946', '68769', '66935', '1834'
'20/04/2021 23:56:46.800275', '68782', '66930', '1833'
'20/04/2021 23:56:46.803014', '68784', '66941', '1829'
'20/04/2021 23:56:46.805337', '68805', '66941', '1846'
'20/04/2021 23:56:46.808047', '68797', '66935', '1863'
'20/04/2021 23:56:46.810408', '68809', '66954', '1864'
'20/04/2021 23:56:46.812739', '68816', '66961', '1869'
'20/04/2021 23:56:46.815788', '68826', '66957', '1857'
'20/04/2021 23:56:46.817735', '68839', '66967', '1850'
'20/04/2021 23:56:46.820474', '68841', '66965', '1850'
'20/04/2021 23:56:46.822808', '68844', '66974', '1855'
'20/04/2021 23:56:46.825383', '68856', '66973', '1863'
'20/04/2021 23:56:46.827734', '68866', '66977', '1872'
'20/04/2021 23:56:46.832205', '68880', '66978', '1869'
'20/04/2021 23:56:46.833362', '68884', '66980', '1867'
'20/04/2021 23:56:46.835316', '68898', '66968', '1846'
'20/04/2021 23:56:46.837678', '68907', '66988', '1846'
'20/04/2021 23:56:46.840414', '68922', '66997', '1843'
'20/04/2021 23:56:46.842760', '68929', '66995', '1855'
'20/04/2021 23:56:46.845507', '68928', '67008', '1870'
'20/04/2021 23:56:46.847864', '68943', '67011', '1873'
'20/04/2021 23:56:46.850208', '68951', '67010', '1879'
'20/04/2021 23:56:46.852944', '68963', '67020', '1873'
'20/04/2021 23:56:46.855306', '68960', '67025', '1871'
'20/04/2021 23:56:46.857655', '68981', '67028', '1834'
'20/04/2021 23:56:46.860404', '68992', '67035', '1845'
'20/04/2021 23:56:46.862760', '68998', '67039', '1857'
'20/04/2021 23:56:46.865126', '69010', '67039', '1862'
'20/04/2021 23:56:46.867883', '69020', '67044', '1868'
'20/04/2021 23:56:46.870238', '69027', '67053', '1851'
'20/04/2021 23:56:46.872589', '69042', '67053', '1872'
'20/04/2021 23:56:46.875348', '69043', '67052', '1853'
'20/04/2021 23:56:46.877726', '69049', '67062', '1840'
'20/04/2021 23:56:46.880100', '69062', '67062', '1838'
'20/04/2021 23:56:46.886624', '69065', '67066', '1861'
'20/04/2021 23:56:46.887897', '69078', '67075', '1862'
'20/04/2021 23:56:46.888635', '69093', '67079', '1864'
'20/04/2021 23:56:46.890144', '69091', '67082', '1866'
'20/04/2021 23:56:46.892841', '69115', '67078', '1858'
'20/04/2021 23:56:46.895144', '69119', '67091', '1852'
'20/04/2021 23:56:46.897840', '69115', '67091', '1843'
'20/04/2021 23:56:46.900145', '69125', '67097', '1843'
'20/04/2021 23:56:46.902853', '69134', '67097', '1849'
'20/04/2021 23:56:46.905161', '69138', '67103', '1858'
'20/04/2021 23:56:46.907882', '69159', '67103', '1872'
'20/04/2021 23:56:46.910192', '69162', '67110', '1874'
'20/04/2021 23:56:46.912520', '69163', '67121', '1872'
'20/04/2021 23:56:46.915235', '69175', '67111', '1867'
'20/04/2021 23:56:46.917554', '69180', '67120', '1856'
'20/04/2021 23:56:46.920298', '69197', '67128', '1850'
'20/04/2021 23:56:46.922615', '69195', '67126', '1857'
'20/04/2021 23:56:46.925342', '69203', '67128', '1857'
'20/04/2021 23:56:46.927734', '69215', '67135', '1863'
'20/04/2021 23:56:46.930064', '69219', '67132', '1866'
'20/04/2021 23:56:46.933707', '69229', '67144', '1851'
'20/04/2021 23:56:46.935257', '69230', '67146', '1847'
'20/04/2021 23:56:46.937580', '69229', '67148', '1840'
'20/04/2021 23:56:46.940382', '69250', '67156', '1837'
'20/04/2021 23:56:46.942740', '69249', '67157', '1840'
'20/04/2021 23:56:46.945083', '69250', '67151', '1842'
'20/04/2021 23:56:46.947809', '69262', '67152', '1852'
'20/04/2021 23:56:46.951882', '69276', '67155', '1811'
'20/04/2021 23:56:46.953039', '69272', '67162', '1831'
'20/04/2021 23:56:46.955202', '69271', '67166', '1846'
'20/04/2021 23:56:46.957550', '69277', '67167', '1853'
'20/04/2021 23:56:46.960264', '69278', '67164', '1856'
'20/04/2021 23:56:46.962595', '69281', '67169', '1862'
'20/04/2021 23:56:46.964937', '69276', '67177', '1871'
'20/04/2021 23:56:46.967685', '69276', '67164', '1872'
'20/04/2021 23:56:46.970036', '69278', '67163', '1869'
'20/04/2021 23:56:46.972767', '69274', '67157', '1866'
'20/04/2021 23:56:46.975124', '69258', '67160', '1858'
'20/04/2021 23:56:46.977480', '69249', '67155', '1850'
'20/04/2021 23:56:46.980224', '69234', '67142', '1841'
'20/04/2021 23:56:46.982565', '69227', '67137', '1846'
'20/04/2021 23:56:46.984923', '69189', '67128', '1849'
'20/04/2021 23:56:46.987681', '69166', '67113', '1856'
'20/04/2021 23:56:46.990043', '69125', '67097', '1861'
'20/04/2021 23:56:46.992391', '69100', '67082', '1855'
'20/04/2021 23:56:46.995149', '69053', '67064', '1840'
'20/04/2021 23:56:46.997516', '69014', '67037', '1808'
'20/04/2021 23:56:46.999885', '68961', '67018', '1838'
'20/04/2021 23:56:47.002637', '68911', '66988', '1841'
'20/04/2021 23:56:47.005012', '68859', '66962', '1847'
'20/04/2021 23:56:47.008880', '68801', '66937', '1857'
'20/04/2021 23:56:47.010114', '68741', '66906', '1863'
'20/04/2021 23:56:47.012415', '68680', '66874', '1861'
'20/04/2021 23:56:47.015125', '68608', '66848', '1852'
'20/04/2021 23:56:47.017417', '68546', '66809', '1846'
'20/04/2021 23:56:47.020128', '68480', '66789', '1846'
'20/04/2021 23:56:47.022424', '68421', '66757', '1856'
'20/04/2021 23:56:47.025129', '68368', '66732', '1856'
'20/04/2021 23:56:47.027427', '68308', '66700', '1863'
'20/04/2021 23:56:47.029967', '68248', '66667', '1870'
'20/04/2021 23:56:47.032681', '68194', '66653', '1860'
'20/04/2021 23:56:47.035494', '68139', '66625', '1856'
'20/04/2021 23:56:47.037413', '68099', '66606', '1853'
'20/04/2021 23:56:47.040131', '68041', '66577', '1844'
'20/04/2021 23:56:47.042539', '68010', '66551', '1849'
'20/04/2021 23:56:47.044873', '67975', '66540', '1855'
'20/04/2021 23:56:47.047573', '67936', '66522', '1864'
'20/04/2021 23:56:47.049904', '67902', '66509', '1869'
'20/04/2021 23:56:47.052611', '67883', '66495', '1885'
'20/04/2021 23:56:47.054935', '67863', '66491', '1854'
'20/04/2021 23:56:47.057266', '67841', '66480', '1842'
'20/04/2021 23:56:47.059817', '67828', '66469', '1840'
'20/04/2021 23:56:47.062535', '67812', '66464', '1846'
'20/04/2021 23:56:47.065201', '67800', '66467', '1861'
'20/04/2021 23:56:47.067534', '67795', '66456', '1872'
'20/04/2021 23:56:47.069883', '67786', '66456', '1877'
'20/04/2021 23:56:47.072214', '67791', '66458', '1873'
'20/04/2021 23:56:47.074953', '67776', '66449', '1867'
'20/04/2021 23:56:47.077434', '67793', '66451', '1855'
'20/04/2021 23:56:47.079778', '67791', '66450', '1846'
'20/04/2021 23:56:47.082519', '67801', '66457', '1846'
'20/04/2021 23:56:47.084877', '67816', '66458', '1856'
'20/04/2021 23:56:47.087215', '67811', '66467', '1859'
'20/04/2021 23:56:47.089950', '67822', '66462', '1864'
'20/04/2021 23:56:47.092309', '67833', '66463', '1857'
'20/04/2021 23:56:47.095063', '67839', '66460', '1849'
'20/04/2021 23:56:47.097406', '67843', '66472', '1840'
'20/04/2021 23:56:47.099767', '67863', '66475', '1840'
'20/04/2021 23:56:47.102519', '67877', '66485', '1852'
'20/04/2021 23:56:47.104882', '67883', '66488', '1861'
'20/04/2021 23:56:47.107230', '67894', '66487', '1867'
'20/04/2021 23:56:47.109978', '67906', '66503', '1872'
'20/04/2021 23:56:47.112336', '67921', '66513', '1859'
'20/04/2021 23:56:47.114703', '67933', '66518', '1858'
'20/04/2021 23:56:47.117493', '67946', '66517', '1854'
'20/04/2021 23:56:47.119870', '67956', '66515', '1837'
'20/04/2021 23:56:47.122226', '67973', '66526', '1839'
'20/04/2021 23:56:47.124984', '67982', '66534', '1853'
'20/04/2021 23:56:47.127347', '67997', '66544', '1861'
'20/04/2021 23:56:47.129732', '68006', '66544', '1871'
'20/04/2021 23:56:47.135715', '68019', '66545', '1846'
'20/04/2021 23:56:47.136548', '68029', '66549', '1846'
'20/04/2021 23:56:47.137672', '68042', '66554', '1840'
'20/04/2021 23:56:47.139978', '68070', '66559', '1835'
'20/04/2021 23:56:47.142433', '68072', '66577', '1837'
'20/04/2021 23:56:47.144739', '68073', '66575', '1842'
'20/04/2021 23:56:47.147426', '68082', '66572', '1850'
'20/04/2021 23:56:47.149740', '68086', '66578', '1860'
'20/04/2021 23:56:47.152429', '68106', '66590', '1856'
'20/04/2021 23:56:47.154915', '68113', '66587', '1828'
'20/04/2021 23:56:47.157879', '68125', '66595', '1831'
'20/04/2021 23:56:47.159789', '68137', '66593', '1791'
'20/04/2021 23:56:47.162051', '68137', '66612', '1803'
'20/04/2021 23:56:47.164758', '68154', '66607', '1865'
'20/04/2021 23:56:47.167079', '68169', '66615', '1878'
'20/04/2021 23:56:47.169784', '68173', '66623', '1872'
'20/04/2021 23:56:47.172110', '68185', '66625', '1871'
'20/04/2021 23:56:47.174819', '68198', '66634', '1863'
'20/04/2021 23:56:47.177141', '68214', '66638', '1841'
'20/04/2021 23:56:47.179873', '68219', '66643', '1834'
'20/04/2021 23:56:47.182188', '68236', '66649', '1842'
'20/04/2021 23:56:47.184521', '68253', '66664', '1850'
'20/04/2021 23:56:47.187242', '68273', '66660', '1856'
'20/04/2021 23:56:47.189566', '68281', '66669', '1866'
'20/04/2021 23:56:47.192304', '68297', '66682', '1859'
'20/04/2021 23:56:47.194630', '68308', '66686', '1853'
'20/04/2021 23:56:47.197353', '68335', '66692', '1871'
'20/04/2021 23:56:47.199696', '68342', '66703', '1840'
'20/04/2021 23:56:47.202036', '68360', '66713', '1849'
'20/04/2021 23:56:47.204759', '68364', '66717', '1858'
'20/04/2021 23:56:47.207104', '68384', '66720', '1861'
'20/04/2021 23:56:47.209832', '68408', '66726', '1866'
'20/04/2021 23:56:47.212020', '68417', '66737', '1862'
'20/04/2021 23:56:47.214758', '68439', '66740', '1857'
'20/04/2021 23:56:47.217409', '68453', '66750', '1857'
'20/04/2021 23:56:47.219759', '68463', '66759', '1854'
'20/04/2021 23:56:47.222116', '68475', '66765', '1851'
'20/04/2021 23:56:47.224478', '68486', '66763', '1852'
'20/04/2021 23:56:47.227221', '68499', '66778', '1861'
'20/04/2021 23:56:47.229568', '68513', '66779', '1867'
'20/04/2021 23:56:47.231938', '68518', '66790', '1885'
'20/04/2021 23:56:47.234607', '68535', '66790', '1855'
'20/04/2021 23:56:47.236968', '68546', '66798', '1843'
'20/04/2021 23:56:47.241057', '68544', '66797', '1895'
'20/04/2021 23:56:47.242231', '68562', '66805', '1838'
'20/04/2021 23:56:47.244584', '68571', '66806', '1854'
'20/04/2021 23:56:47.246944', '68575', '66814', '1863'
'20/04/2021 23:56:47.249710', '68574', '66814', '1871'
'20/04/2021 23:56:47.252091', '68583', '66819', '1870'
'20/04/2021 23:56:47.254460', '68591', '66825', '1865'
